TOTAL;SECRETARIA;AGRUPAMENTO;SUBPREFEITURA;ADM REGIONAL;DRE;TIPO UNIDADE; ;CÓDIGO UNIDADE;NOME UNIDADE;ENDEREÇO;TELEFONE;CEP;BAIRRO;INICIO CONVENIO;FIM CONVENIO;TIPO ATENDIMENTO;INICIO DESATIVACAO;FIM DESATIVACAO;CODIGO EOL;INAUGURADO;INICIO TIPO ATENDIMENTO;FIM TIPO ATENDIMENTO
2671;SME            ;4;ARICANDUVA          ;AF;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;8;SME CONVÊNIO        ;9452;SME CONV. LAR MÃE DO DIVINO AMOR;R. FRANCISCO ZICCARDI, 420;(11)26717677;3335090;TATUAPÉ;24/10/2014;23/04/2017;DIRETA;;;600030;;;
2672;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7655;CEI CONV. FREI SERGIO CALIXTO VAL VERDE;R. CANÇÃO DO EXILIO, 175;(11)23341556;4194290;JD. SÃO SAVERIO;01/02/2012;31/01/2017;DIRETA;;;400131;02/03/1999;;
2673;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7973;CEI CONV. N. SRA. DAS MERCÊS;R. JULIO FELIPE GUEDES, 200;(11)29480399;4174040;VL. DAS MERCÊS;01/07/2015;31/12/2017;DIRETA;;;306310;02/03/1999;;
2674;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7980;CEI CONV. LAR DE ASSISTÊNCIA À CRIANÇA JOEL CORREA DE ÁVILA;R. AGOSTINHO  GOMES, 2235;(11)22150293;4206001;IPIRANGA;01/07/2015;31/12/2017;DIRETA;;;306308;02/03/1999;;
2675;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11219;CEI CONV. SÃO VICENTE PALLOTTI;R. MARECHAL PIMENTEL, 264;(11)25910728;4248100;SACOMÃ;18/10/2014;17/04/2017;DIRETA;;;306813;22/06/2007;;
2676;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;10833;CEI CONV. LUZ DO AMANHÃ;R. TAMUATÁ, 163;(11)29693607;4255140;SÃO JOÃO CLÍMACO;13/07/2016;12/01/2019;DIRETA;;;306728;16/06/2006;;
2677;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;10467;CEI CONV. OFICINA DE CRIANÇA;R. N. SRA. DAS MERCÊS, 1418;(11)29469813;4165011;VL. MERCÊS;09/10/2014;08/04/2017;DIRETA;;;400568;20/09/2004;;
2678;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;10241;CEI CONV. NOSSA CRECHE II;R. JAPARATUBA, 296;(11)22730255;4254000;VL. CONDE DO PINHAL;24/09/2014;24/03/2017;DIRETA;;;400557;13/05/2004;;
2679;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;9947;CEI CONV. GIRASSOL;R. ALMIRANTE MARIATH, 44;(11)22746865;4218040;HELIOPÓLIS;19/01/2016;18/07/2018;DIRETA;;;400538;01/12/2003;;
2680;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;9849;CEI CONV. PAULO FREIRE;ESTR. DAS LÁGRIMAS, 1046;(11)20601306;4232000;SACOMÃ;11/03/2011;10/09/2018;DIRETA;;;400531;25/08/2003;;
2681;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;9607;CEI CONV. LAR DO AMOR CRISTÃO;R. DOIS DE JULHO, 384;(11)22736268;4215000;IPIRANGA;01/07/2015;31/12/2017;DIRETA;;;306500;01/02/1995;;
2682;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;9512;CEI CONV. JD. CLIMAX I;R. FRANCISCO PESTANA, 164;(11)23319908;4176000;JD. CLIMAX;01/07/2015;31/12/2017;DIRETA;;;400419;21/11/2001;;
2683;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;9496;CEI CONV. COLHEITA DE ESPERANÇA;R. LICIO DE MIRANDA, 1053;(11)20619205;4225030;VL. CARIOCA;01/07/2015;31/12/2017;DIRETA;;;306307;20/04/2001;;
2684;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13056;CEI CONV. PEQUENO MUNDO III;AV. DO CURSINO, 3619;(11)38400308;4133300;VL. MORAES;11/11/2014;10/05/2017;DIRETA;;;308183;12/02/2015;;
2685;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12971;CEI CONV. TIA MIMA;R. ESTRADA DAS LÁGRIMAS, 826;;4232000;IPIRANGA;19/03/2014;18/03/2017;DIRETA;;;308070;29/07/2014;;
2686;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12912;CEI CONV. LEONARDA SOARES ALVES;R. ESTRADA DAS LÁGRIMAS, 475;(11)20637191;4232000;SACOMÃ;28/02/2014;27/02/2017;DIRETA;;;308064;08/05/2014;;
2687;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12893;CEI CONV. RUGRAT'S - OS ANJINHOS III;RUA BARLAVENTO, 45/49;(11)24953222;3265010;PARQUE SÃO LUCAS;14/01/2016;13/07/2018;DIRETA;;;308023;12/03/2014;;
2688;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12856;CEI CONV. MINERVINO RODRIGUES FERREIRA;R: SALVADOR PIRES DE LIMA, 158;(11)20685273;4248000;IPIRANGA;20/09/2013;19/09/2018;DIRETA;;;307995;11/11/2013;;
2689;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12851;CEI CONV. RUGRAT'S - OS ANJINHOS II;AV. DOM PEDRO I, 328;(11)22725200;1552000;VILA MONUMENTO;04/02/2016;03/08/2018;DIRETA;;;307990;22/10/2013;;
2690;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12846;CEI CONV. CRECHE ESCOLA CRE-SER;RUA DO GRITO, 122;(11)20619191;4117000;IPIRANGA;25/06/2013;24/06/2018;DIRETA;;;307901;27/08/2013;;
2691;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12702;CEI CONV. ESPAÇO DA CRIANÇA IV;R. APOTRIBU, 178;(11)25770416;4302000;PQ. IMPERIAL;30/10/2014;29/04/2017;DIRETA;;;307834;24/09/2012;;
2692;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12650;CEI CONV. REINO DA CRIANÇA I;RUA SÃO CAIO, 149;(11)21541219 (11)22161926;3238020;PARQUE SÃO LUCAS;20/01/2012;19/01/2017;DIRETA;;;307734;16/04/2012;;
2693;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13462;CEI CONV. RECANTO DO PEQUENINO;R. PROFESSOR ROBERTO MANGE, 91;(11)50580940;4153040;VILA SANTO ESTEFANO;01/04/2016;01/10/2018;DIRETA;;;308599;16/09/2016;;
2694;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13442;CEI CONV. PATATIVA DO ASSARÉ;RUA OSWALDO ARANHA, 70;(11)35626558;4291070;JARDIM SAÚDE;01/03/2016;31/08/2018;DIRETA;;;308589;17/08/2016;;
2695;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13419;CEI CONV. CORDEIRINHO III;R. LUIZ ABBONDANZA, 53;(11)39263916;4241020;SÃO JOÃO CLÍMACO;14/03/2016;13/09/2018;DIRETA;;;308591;24/06/2016;;
2696;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13397;CEI CONV. FLOR DE LOTUS;RUA RIGA, 100;(11)23593475;4249070;SACOMÃ;01/03/2016;31/08/2018;DIRETA;;;308590;17/05/2016;;
2697;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13390;CEI CONV. MUNDO AZUL;RUA BATUÍRA, 269;(11)23098175;4164180;VILA MORAES;16/12/2015;15/06/2018;DIRETA;;;308538;26/04/2016;;
2698;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13380;CEI CONV. LIVIERO;AV. CARLOS LIVIERO, 409;(11)22642251;4186100;VILA LIVIERO;26/11/2015;25/05/2018;DIRETA;;;308572;13/04/2016;;
2699;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13364;CEI CONV. CORDEIRINHO I;AV. DOM PEDRO I, 380;(11)22192208;1552000;VILA MONUMENTO;26/11/2015;25/05/2018;DIRETA;;;308504;23/03/2016;;
2700;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13326;CEI CONV. ESTAÇÃO KIDS;R. NOSSA SENHORA DAS MERCÊS, 1150;(11)20831527;4165011;VILA DAS MERCÊS;24/11/2015;23/05/2018;DIRETA;;;308502;10/02/2016;;
2701;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13267;CEI CONV. JURANDYR BARBOSA;R. MANOEL SIMÕES, 75;(11)23324013;4194340;JD. SÃO SAVÉRIO;24/07/2015;23/01/2018;DIRETA;;;308353;27/11/2015;;
2702;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13255;CEI CONV. PAULISTANOS DE LUZ;R. LEAIS PAULISTANOS, 543;(11)20614277;4202010;IPIRANGA;01/10/2015;31/03/2018;DIRETA;;;308433;18/11/2015;;
2703;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13196;CEI CONV. LUZ DO SABER;RUA CAPICHANÃ, 358;(11)972050961 (11)50612864 (11)50614517;4281110;VILA NAIR;24/07/2015;23/01/2018;DIRETA;;;308349;13/10/2015;;
2704;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13188;CEI CONV. PINOCCHIO II;RUA: PORANGABA, 101;;4136000;BOSQUE DA SAUDE;24/07/2015;23/01/2018;DIRETA;;;308352;09/10/2015;;
2705;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13187;CEI CONV. EURIDICE FERREIRA DE MELO;RUA: JEAN LA HUERTA, 830;;4163010;VILA BRASILINA;24/07/2015;23/01/2018;DIRETA;;;308350;08/10/2015;;
2706;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13174;CEI CONV. SAGRADA FAMILIA - ADBM;RUA JUVENAL GALENO, 585;(11)23383334;4290030;JARDIM DA SAUDE;24/07/2015;23/01/2018;DIRETA;;;308355;28/09/2015;;
2707;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13143;CEI CONV. SEMENTINHA;RUA IMOROTI, 105;;4253020;VL. CONDE DO PINHAL;21/07/2015;20/01/2018;DIRETA;;;308348;03/09/2015;;
2708;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13074;CEI CONV. DENTE DE LEITE;R. CORONEL FRANCISCO INACIO, 75;(11)26407605;4886000;MOINHO VELHO;14/11/2014;13/05/2017;DIRETA;;;308190;16/03/2015;;
2709;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;13072;CEI CONV. BEM ME QUER JD. DA SAÚDE;R. RIBEIRO LACERDA, 550;(11)43270273;4150000;JD. SAÚDE;10/12/2014;09/06/2017;DIRETA;;;308212;11/03/2015;;
2710;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12352;CEI CONV. ZEZINHO;R. DO PACIFICADOR (ANTIGA  R. DA ALEGRIA), 31;(11)22151254;4235025;HELIOPOLIS;01/02/2012;31/01/2017;DIRETA;;;400625;15/01/2010;;
2711;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12351;CEI CONV. JD. SÃO SAVÉRIO;R. LIRA DOS VERDES ANOS, 145;(11)23356999;4194250;JD SAO. SAVERIO;01/02/2012;31/01/2017;DIRETA;;;400621;15/01/2010;;
2712;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12350;CEI CONV. ACONCHEGO;R. VINTE E SETE DE SETEMBRO, 10;(11)20699313;4235040;HELIOPOLIS;01/02/2012;31/01/2017;DIRETA;;;400626;15/01/2010;;
2713;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12349;CEI CONV. MINA;R. DA MINA, 53;(11)22722827;4235460;HELIOPOLIS;01/02/2012;31/01/2017;DIRETA;;;400636;15/01/2010;;
2714;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12232;CEI CONV. SEMENTE DE ESPERANÇA;R. COLORADO, 284;(11)20619203;4225050;VL CARIOCA;25/11/2011;24/05/2017;DIRETA;;;307102;24/06/2009;;
2715;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12229;CEI CONV. PRIMEIROS PASSOS;R. ESTILAC, 271;(11)20836351;4250090;VL. MARTE;13/07/2016;12/01/2019;DIRETA;;;307096;22/06/2009;;
2716;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;12222;CEI CONV. NORA AULER DE ARRUDA BOTELHO;LG. SÃO JOÃO CLÍMACO, S/N;(11)22640941;4255010;HELIÓPOLIS;14/05/2014;13/05/2017;DIRETA;;;400709;10/06/2009;;
2717;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11869;CEI CONV. APARECIDA DAS GRAÇAS SILVA ROSEIRA;R. LUIGI ALAMANNI, 96B;(11)22640863;4240020;SÃO JOÃO CLIMACO;17/12/2015;16/06/2018;DIRETA;;;400703;15/10/2008;;
2718;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11868;CEI CONV. SIMONE AGNALDA FERREIRA;R. LUIGI ALAMANNI, 96A;(11)23512774;4240020;SÃO JOÃO CLIMACO;04/02/2016;03/08/2018;DIRETA;;;400702;15/10/2008;;
2719;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11604;CEI CONV. VER. FRANCISCO BATISTA;R. ANTONIO MONTEIRO, 115;(11)50580991;4153130;VL. STO. ESTÉFANO;28/06/2010;27/12/2017;DIRETA;;;400663;25/02/2008;;
2720;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7974;CEI CONV. SÃO BERNARDO;R. GIOVANNI BRACELLI, 35;(11)20838012;4184060;JD. STA. EMILIA;01/07/2015;31/12/2017;DIRETA;;;306313;02/03/1999;;
2721;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11524;CEI CONV. ERIK GUNNAR ERIKSSON;R. SAQUAREMA, 59;(11)22190094;3125090;VILA PRUDENTE;04/09/2012;03/09/2017;DIRETA;;;400603;30/10/2007;;
2722;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7978;CEI CONV. PE. PEDRO BALLINT;R. JAPARATUBA, 65;(11)20685273;4254000;VL. CONDE DO PINHAL;01/07/2015;31/12/2017;DIRETA;;;400369;02/03/1999;;
2723;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7970;CEI CONV. VL. CARIOCA;R. ÁLVARO FRAGOSO, 520;(11)20688164;4223000;VL. CARIOCA;01/03/2013;28/02/2018;DIRETA;;;400367;02/03/1999;;
2724;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7976;CEI CONV. ESTRELA DA MANHÃ;R. EUGÊNIO EGAS, 457;(11)23353556;4177410;JD. CLIMAX;01/07/2015;31/12/2017;DIRETA;;;306519;02/03/1999;;
2725;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7971;CEI CONV. PRINCS. ISABEL;R. DOS MACAXAS, 293;(11)50618704;4282000;IPIRANGA;01/07/2015;31/12/2017;DIRETA;;;400368;02/03/1999;;
2726;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11782;CEI CONV. ABRAÇAR;R. MAJOR FREIRE, 274;(11)55945839;4304110;VILA MONTE ALEGRE;29/05/2015;28/11/2017;DIRETA;;;306946;15/07/2008;;
2727;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;11767;CEI CONV. JOSEFA JÚLIA;R. ESTRADA DAS LÁGRIMAS, 1558;(11)20837708;4232000;HELIÓPOLIS;14/04/2013;22/01/2018;DIRETA;;;306916;27/06/2008;;
2728;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7657;CEI CONV. CARD. MOTTA;R. ENG. JOSÉ BUENO BICALHO, 387;(11)29481630;4176260;JD. VERGUEIRO;18/11/2014;17/05/2017;DIRETA;;;400418;02/03/1999;;
2729;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7975;CEI CONV. MONS. JERÔNIMO RODRIGUES;R. MONS. JERÔNIMO RODRIGUES, 274;(11)23354003;4177450;JD. CLIMAX;01/07/2015;31/12/2017;DIRETA;;;306309;02/03/1999;;
2730;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7969;CEI CONV. CATARINA LABOURE;R. CIPRIANO BARATA, 2028;(11)20632289;4205001;IPIRANGA;27/05/2013;22/01/2018;DIRETA;;;306305;02/03/1999;;
2731;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7659;CEI CONV. MARGARIDA MARIA ALVES;R. DA FANTASIA ( EX. R FLAMENGO), 63;(11)22737411;4236190;HELIOPOLIS;09/09/2014;09/02/2017;DIRETA;;;400417;02/03/1999;;
2732;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7967;CEI CONV. IPIRANGA;R. PAULO BARBOSA, 197;(11)38062744;4201080;IPIRANGA;27/05/2013;26/05/2018;DIRETA;;;306919;02/03/1999;;
2733;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;11;CEI CONVENIADO      ;7968;CEI CONV. VL. MONUMENTO;R. ENG. LAURO PENTEADO, 155;(11)22749746;1551030;VL. MONUMENTO;01/07/2015;31/12/2017;DIRETA;;;306316;02/03/1999;;
2734;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7647;CEI MUN. VER. JOSÉ GOMES DE MORAES NETTO - (TERCEI.);R. DEMOCRACIA, 262;(11)29472482;4161060;VL. BRASILINA;;;TERCEIRIZADA;;;400160;02/03/1999;21/02/2005;
2735;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7652;CEI MUN. MONUMENTO - (TERCEI.);R. LEAIS PAULISTANOS, 22;(11)22738924;4202010;JD. MONUMENTO;;;TERCEIRIZADA;;;400183;01/11/1984;21/02/2005;
2736;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;12148;CEU CEI MUN. PQ. BRISTOL - (TERCEI.);R. PROF. ARTUR PRIMAVESI, S/N;(11)22648762;4177070;PQ. BRISTOL;;;TERCEIRIZADA;;;400690;13/03/2009;13/03/2009;
2737;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7658;CEI MUN. VER. FRANCISCO PEREZ - (TERCEI.);R. JACAPE, 148;(11)50582917;4315050;ÁGUA FUNDA;;;TERCEIRIZADA;;;400049;02/03/1999;19/03/2005;
2738;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;10087;CEI MUN. INOCOOP IPIRANGA  - (TERCEI.);R. BARBINOS, S/N;(11)29458187;4240110;SÃO JOÃO CLÍMACO;;;TERCEIRIZADA;;;400543;;08/11/2004;
2739;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;9883;CEU CEI MUN. MENINOS - (TERCEI.);R. DOS BARBINOS, S/N;(11)29452513;4240110;SÃO JOAO CLÍMACO;;;TERCEIRIZADA;;;400518;24/09/2003;20/07/2006;
2740;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;9632;CEI MUN. JD. CLÍMAX II - (TERCEI.);R. CELESTINO VIDAL, S/N;(11)23316664;4191290;SACOMÃ;;;TERCEIRIZADA;;;400294;10/09/2001;08/11/2004;
2741;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;9448;CEI MUN. DR. EDUARDO DE CAMPOS ROSMANINHO - (TERCEI.);R. D. BERNARDO NOGUEIRA, 921;(11)55853701;4134000;VL. GUMERCINDO;;;TERCEIRIZADA;;;400288;22/11/2000;10/07/2007;
2742;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7654;CEI MUN. VL. STA. TERESA - (TERCEI.);R. CLAUDIO FERREIRA MANOEL, 140;(11)23319844;4187200;VL. STA TERESA;;;TERCEIRIZADA;;;400262;02/03/1999;22/11/2004;
2743;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7653;CEI MUN. INÊZ MENEZES MARIA - (TERCEI.);R. ISABEL DE GOIS, 10;(11)23355064;4173150;JD. BOTUCATU;;;TERCEIRIZADA;;;400060;02/03/1999;21/02/2005;
2744;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7650;CEI MUN. PQ. FONGARO (TERC);R. JOAQUIM GONÇALVES ANDRADE, 66;(11)29466434;4257020;PQ. FONGARO;;;TERCEIRIZADA;;;400200;02/03/1999;06/07/2016;
2745;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;9;CEI MUNICIPAL       ;7649;CEI MUN. ASSISTENTE SOCIAL VICENTINA VELASCO - (TERCEI.);TRAV. CASTRO PRADO, 39;(11)23316198;4193060;PQ. BRISTOL;;;TERCEIRIZADA;;;400236;02/03/1999;08/11/2004;
2746;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;5;CIEJA               ;10551;CIEJA CLÓVIS CAITANO MIQUELAZZO;R. FRANÇOIS BUNEL, 250;(11)23342400;4194160;PQ. BRISTOL;;;DIRETA;;;200166;;;
2747;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2;EMEF                ;9040;EMEF PÉRICLES EUGÊNIO SILVA RAMOS - (TERCEI.);R. PROF. JOSÉ OZI, 62;(11)22725205;4230045;CID. NOVA HELIOPOLIS;;;TERCEIRIZADA;;;17981;10/02/1998;24/03/2003;
2748;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2;EMEF                ;7151;EMEF JOAQUIM NABUCO - (TERCEI.);PÇA. DR. WADIH SAFADY, 10;(11)29469248;4181050;JD. MARIA ESTELA;;;TERCEIRIZADA;;;95001;02/03/1994;10/07/2007;
2749;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2;EMEF                ;7153;EMEF JOSÉ DO PATROCÍNIO - (TERCEI.);R. CANTIGA INGENUA, 64;(11)23313132;4184065;JD. STA. EMILIA;;;TERCEIRIZADA;;;95028;02/03/1994;23/07/2008;
2750;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2;EMEF                ;7155;EMEF PRES. CAMPOS SALLES - (TERCEI.);R. CAV. FRONTINI, 87;(11)29476723;4231030;SÃO JOÃO CLIMACO;;;TERCEIRIZADA;;;95044;02/03/1994;10/07/2007;
2751;SME            ;4;IPIRANGA            ;IP;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2;EMEF                ;12717;EMEF ABRÃO HUCK (TERC);RUA ALENCAR ARARIPE, 261;(11)22721262;4253000;SACOMÃ;;;TERCEIRIZADA;;;19480;19/10/2012;04/02/2013;
